Location Code,Location,Population,House Prices,A_CaffeNero,A_Costa,A_Esquires,A_Greggs,A_MuffinBreak,A_PretAManger,A_Starbucks,C_CaffeNero,C_Costa,C_Esquires,C_Greggs,C_MuffinBreak,C_PretAManger,C_Starbucks
E07000027,Barrow-in-Furness,"67,137","£125,000.00",0,4.47,0,4.47,0,0,0,0,3,0,3,0,0,0
E07000046,Torridge,"68,143","£220,000.00",0,4.4,0,0,0,0,1.47,0,3,0,0,0,0,1
E07000029,Copeland,"68,424","£122,500.00",0,1.46,0,7.31,0,0,0,0,1,0,5,0,0,0
E07000136,Boston,"69,366","£160,000.00",1.44,2.88,0,5.77,0,0,2.88,1,2,0,4,0,0,2
W06000019,Blaenau Gwent,"69,713","£86,000.00",0,1.43,0,4.3,0,0,0,0,1,0,3,0,0,0
W06000001,Isle of Anglesey,"69,961","£169,950.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
E07000006,South Bucks,"70,043","£560,000.00",1.43,8.57,0,0,0,0,5.71,1,6,0,0,0,0,4
E07000150,Corby,"70,827","£188,000.00",0,1.41,0,5.65,0,0,2.82,0,1,0,4,0,0,2
E07000050,North Dorset,"70,841","£262,500.00",0,4.23,0,1.41,0,0,0,0,3,0,1,0,0,0
E07000125,Rossendale,"70,895","£134,000.00",0,5.64,0,2.82,0,0,0,0,4,0,2,0,0,0
E07000035,Derbyshire Dales,"71,977","£265,000.00",0,4.17,0,2.78,0,0,0,0,3,0,2,0,0,0
W06000008,Ceredigion,"72,992","£180,000.00",1.37,4.11,0,5.48,0,0,1.37,1,3,0,4,0,0,1
E07000068,Brentwood,"76,550","£425,000.00",1.31,2.61,0,2.61,0,0,2.61,1,2,0,2,0,0,2
E07000199,Tamworth,"76,678","£195,000.00",0,7.82,0,5.22,0,0,1.3,0,6,0,4,0,0,1
E07000235,Malvern Hills,"78,113","£275,977.00",2.56,3.84,0,1.28,0,0,0,2,3,0,1,0,0,0
S12000018,Inverclyde,"78,150","£135,125.00",0,3.84,0,6.4,0,0,0,0,3,0,5,0,0,0
E07000156,Wellingborough,"79,478","£209,995.00",0,2.52,0,2.52,0,0,1.26,0,2,0,2,0,0,1
E07000033,Bolsover,"79,530","£130,000.00",0,3.77,0,1.26,0,0,2.51,0,3,0,1,0,0,2
E07000119,Fylde,"79,770","£194,950.00",2.51,2.51,0,3.76,0,0,2.51,2,2,0,3,0,0,2
E07000208,Epsom and Ewell,"79,928","£475,000.00",1.25,3.75,1.25,0,1.25,0,1.25,1,3,1,0,1,0,1
E07000120,Hyndburn,"80,815","£101,500.00",0,4.95,0,1.24,0,0,1.24,0,4,0,1,0,0,1
E07000042,Mid Devon,"81,695","£235,000.00",0,6.12,0,1.22,0,0,0,0,5,0,1,0,0,0
E07000151,Daventry,"84,484","£284,950.00",0,3.55,0,1.18,0,0,0,0,3,0,1,0,0,0
E07000236,Redditch,"84,989","£207,500.00",1.18,3.53,0,3.53,1.18,0,0,1,3,0,3,1,0,0
E07000088,Gosport,"85,283","£205,000.00",0,3.52,0,0,0,0,0,0,3,0,0,0,0,0
E07000044,South Hams,"86,221","£296,475.00",0,2.32,0,0,0,0,0,0,2,0,0,0,0,0
S12000035,Argyll and Bute,"86,260","£172,729.00",0,2.32,0,1.16,0,0,0,0,2,0,1,0,0,0
E07000080,Forest of Dean,"86,543","£223,000.00",0,0,0,1.16,0,0,0,0,0,0,1,0,0,0
E07000073,Harlow,"86,594","£276,750.00",0,5.77,1.15,4.62,0,0,1.15,0,5,1,4,0,0,1
E07000075,Rochford,"86,981","£335,000.00",0,4.6,0,0,0,0,0,0,4,0,0,0,0,0
E07000210,Mole Valley,"87,253","£489,825.00",0,3.44,1.15,0,0,0,0,0,3,1,0,0,0,0
E07000215,Tandridge,"87,496","£424,300.00",2.29,4.57,0,0,0,0,0,2,4,0,0,0,0,0
E07000243,Stevenage,"87,754","£273,500.00",0,5.7,1.14,4.56,0,0,3.42,0,5,1,4,0,0,3
E07000212,Runnymede,"88,000","£399,000.00",1.14,4.55,1.14,0,0,0,1.14,1,4,1,0,0,0,1
E07000117,Burnley,"88,527","£90,000.00",0,1.13,0,3.39,0,0,1.13,0,1,0,3,0,0,1
E07000214,Surrey Heath,"88,874","£415,000.00",0,5.63,0,0,1.13,0,2.25,0,5,0,0,1,0,2
E07000079,Cotswold,"89,022","£350,000.00",1.12,1.12,0,2.25,0,0,0,1,1,0,2,0,0,0
E07000169,Selby,"89,106","£200,000.00",0,2.24,0,1.12,0,0,0,0,2,0,1,0,0,0
S12000039,West Dunbartonshire,"89,130","£120,661.00",0,3.37,0,7.85,0,0,1.12,0,3,0,7,0,0,1
E07000077,Uttlesford,"89,179","£420,000.00",1.12,6.73,0,0,0,4.49,8.97,1,6,0,0,0,4,8
E07000009,East Cambridgeshire,"89,362","£283,500.00",1.12,4.48,0,0,0,0,2.24,1,4,0,0,0,0,2
E07000049,East Dorset,"89,889","£360,500.00",0,3.34,0,3.34,0,0,2.22,0,3,0,3,0,0,2
E07000069,Castle Point,"90,070","£300,000.00",0,2.22,0,0,0,0,0,0,2,0,0,0,0,0
E07000164,Hambleton,"91,134","£228,000.00",2.19,8.78,0,2.19,0,0,2.19,2,8,0,2,0,0,2
S12000019,Midlothian,"91,340","£232,102.00",0,4.38,0,1.09,0,0,0,0,4,0,1,0,0,0
E07000200,Babergh,"91,401","£275,000.00",1.09,3.28,0,2.19,0,0,1.09,1,3,0,2,0,0,1
E07000122,Pendle,"91,405","£105,000.00",0,1.09,0,2.19,0,0,0,0,1,0,2,0,0,0
E07000037,High Peak,"92,221","£190,500.00",1.08,3.25,0,2.17,0,0,0,1,3,0,2,0,0,0
E07000131,Harborough,"92,499","£281,000.00",1.08,2.16,0,1.08,0,0,1.08,1,2,0,1,0,0,1
E07000155,South Northamptonshire,"92,515","£312,500.00",0,2.16,0,1.08,0,0,3.24,0,2,0,1,0,0,3
E07000083,Tewkesbury,"92,599","£270,000.00",0,3.24,0,3.24,0,0,1.08,0,3,0,3,0,0,1
E07000062,Hastings,"92,855","£220,500.00",1.08,3.23,0,0,0,0,0,1,3,0,0,0,0,0
E07000102,Three Rivers,"93,045","£470,000.00",1.07,2.15,0,0,0,0,0,1,2,0,0,0,0,0
W06000020,Torfaen,"93,049","£150,250.00",0,3.22,0,5.37,0,0,1.07,0,3,0,5,0,0,1
E06000001,Hartlepool,"93,242","£125,000.00",0,3.22,0,4.29,0,0,3.22,0,3,0,4,0,0,3
E07000152,East Northamptonshire,"93,906","£225,000.00",1.06,4.26,0,4.26,0,0,1.06,1,4,0,4,0,0,1
E07000140,South Holland,"93,980","£185,000.00",1.06,3.19,0,2.13,0,0,2.13,1,3,0,2,0,0,2
W06000021,Monmouthshire,"94,142","£245,000.00",2.12,5.31,0,6.37,0,0,2.12,2,5,0,6,0,0,2
S12000030,Stirling,"94,330","£215,485.00",1.06,5.3,0,4.24,1.06,0,1.06,1,5,0,4,1,0,1
E07000142,West Lindsey,"94,869","£178,000.00",0,2.11,0,2.11,0,0,0,0,2,0,2,0,0,0
E07000092,Rushmoor,"95,142","£295,000.00",0,4.2,0,1.05,0,0,2.1,0,4,0,1,0,0,2
S12000011,East Renfrewshire,"95,170","£252,100.00",0,3.15,0,2.1,0,0,0,0,3,0,2,0,0,0
W06000004,Denbighshire,"95,330","£146,000.00",0,5.24,0,5.24,0,0,2.1,0,5,0,5,0,0,2
S12000020,Moray,"95,520","£168,751.00",0,4.19,0,0,0,0,1.05,0,4,0,0,0,0,1
E07000064,Rother,"95,656","£286,000.00",0,2.09,0,0,0,0,0,0,2,0,0,0,0,0
E07000005,Chiltern,"95,927","£535,000.00",2.08,7.3,0,2.08,0,0,0,2,7,0,2,0,0,0
E07000043,North Devon,"96,110","£240,000.00",1.04,6.24,0,2.08,0,0,0,1,6,0,2,0,0,0
E07000089,Hart,"96,293","£395,000.00",0,4.15,0,0,0,0,5.19,0,4,0,0,0,0,5
E07000103,Watford,"96,767","£365,000.00",1.03,6.2,1.03,1.03,0,1.03,3.1,1,6,1,1,0,1,3
E07000095,Broxbourne,"96,876","£352,000.00",1.03,3.1,0,0,0,0,1.03,1,3,0,0,0,0,1
E07000026,Allerdale,"97,527","£166,000.00",0,3.08,0,8.2,1.03,0,2.05,0,3,0,8,1,0,2
E07000198,Staffordshire Moorlands,"98,397","£165,000.00",0,1.02,0,0,0,0,0,0,1,0,0,0,0,0
E07000234,Bromsgrove,"98,662","£286,000.00",0,2.03,0,3.04,0,0,3.04,0,2,0,3,0,0,3
E07000138,Lincoln,"99,039","£153,000.00",3.03,5.05,0,3.03,0,0,5.05,3,5,0,3,0,0,5
E07000213,Spelthorne,"99,334","£389,950.00",1.01,4.03,0,0,1.01,1.01,1.01,1,4,0,0,1,1,1
E07000145,Great Yarmouth,"99,370","£175,750.00",0,3.02,0,3.02,0,0,1.01,0,3,0,3,0,0,1
E07000192,Cannock Chase,"100,109","£166,000.00",0,4.99,0,3,0,0,1,0,5,0,3,0,0,1
E07000129,Blaby,"100,421","£221,500.00",0,0,0,0,0,0,3.98,0,0,0,0,0,0,4
E07000239,Wyre Forest,"101,062","£185,000.00",0.99,1.98,0,2.97,0,0,0.99,1,2,0,3,0,0,1
E07000038,North East Derbyshire,"101,125","£180,000.00",0,0,0,0.99,0,0,0.99,0,0,0,1,0,0,1
E07000217,Woking,"101,167","£385,000.00",0.99,3.95,0,0,0,0.99,1.98,1,4,0,0,0,1,2
E07000153,Kettering,"101,266","£205,000.00",0,7.9,0,5.92,0,0,2.96,0,8,0,6,0,0,3
E07000010,Fenland,"101,491","£188,000.00",0,3.94,0,1.97,0,0,0,0,4,0,2,0,0,0
E07000237,Worcester,"101,891","£199,950.00",1.96,4.91,0,2.94,0,0.98,1.96,2,5,0,3,0,1,2
E07000134,North West Leicestershire,"102,126","£210,000.00",0,2.94,0,5.88,0,0,2.94,0,3,0,6,0,0,3
E07000203,Mid Suffolk,"102,493","£264,995.00",0,2.93,0,0.98,0,0,0,0,3,0,1,0,0,0
E07000063,Lewes,"102,744","£320,000.00",0.97,0.97,0,0,0,0,0,1,1,0,0,0,0,0
E07000052,West Dorset,"102,754","£290,000.00",0.97,6.81,0,0.97,0,0,2.92,1,7,0,1,0,0,3
E07000061,Eastbourne,"103,160","£241,000.00",0.97,2.91,0,0,0.97,0,1.94,1,3,0,0,1,0,2
E07000194,Lichfield,"103,965","£248,000.00",0.96,5.77,0,2.89,0,0,0,1,6,0,3,0,0,0
E07000098,Hertsmere,"104,205","£447,500.00",2.88,5.76,0,0,0,0.96,5.76,3,6,0,0,0,1,6
E07000039,South Derbyshire,"104,493","£212,973.00",0,1.91,0,2.87,0,0,0,0,2,0,3,0,0,0
E07000031,South Lakeland,"104,532","£222,000.00",0.96,6.7,0.96,4.78,0,0,0,1,7,1,5,0,0,0
E07000147,North Norfolk,"104,552","£248,500.00",0,2.87,0,0.96,0,0,0,0,3,0,1,0,0,0
E07000034,Chesterfield,"104,628","£153,500.00",0.96,3.82,0,1.91,0,0,0.96,1,4,0,2,0,0,1
S12000010,East Lothian,"105,790","£251,854.00",0,2.84,0,4.73,0,0,0.95,0,3,0,5,0,0,1
E07000109,Gravesham,"106,385","£295,000.00",0,1.88,0,0.94,0,0,0,0,2,0,1,0,0,0
E06000005,Darlington,"106,566","£142,498.00",0.94,3.75,0.94,7.51,0,0,0,1,4,1,8,0,0,0
E07000220,Rugby,"107,194","£249,950.00",1.87,5.6,0,1.87,0,0,1.87,2,6,0,2,0,0,2
S12000045,East Dunbartonshire,"108,330","£257,258.00",0,3.69,0,1.85,0,0,0,0,4,0,2,0,0,0
E07000028,Carlisle,"108,387","£142,000.00",0.92,5.54,0,4.61,0.92,0,0,1,6,0,5,1,0,0
E07000168,Scarborough,"108,736","£157,450.00",0,1.84,0.92,1.84,0,0,0.92,0,2,1,2,0,0,1
E07000174,Mansfield,"108,841","£138,000.00",0,4.59,0,3.68,0,0,0,0,5,0,4,0,0,0
E07000107,Dartford,"109,709","£303,152.00",1.82,8.2,0.91,0,0,0.91,1.82,2,9,1,0,0,1,2
E07000181,West Oxfordshire,"109,800","£340,000.00",2.73,2.73,0,0.91,0,0,1.82,3,3,0,1,0,0,2
E07000229,Worthing,"110,025","£293,688.00",0.91,4.54,0.91,0,0,0,1.82,1,5,1,0,0,0,2
E07000126,South Ribble,"110,527","£162,500.00",0,0.9,0,0.9,0,0,1.81,0,1,0,1,0,0,2
E07000128,Wyre,"111,223","£152,000.00",0,3.6,0,1.8,0,0,0,0,4,0,2,0,0,0
E07000196,South Staffordshire,"112,126","£215,000.00",0,1.78,0,2.68,0,0,0,0,2,0,3,0,0,0
E07000132,Hinckley and Bosworth,"112,423","£201,250.00",0,1.78,0,3.56,0,0,0,0,2,0,4,0,0,0
E07000226,Crawley,"112,448","£295,000.00",2.67,9.78,0.89,0.89,0,0.89,3.56,3,11,1,1,0,1,4
S12000028,South Ayrshire,"112,550","£159,822.00",0.89,3.55,0,5.33,0,0,0,1,4,0,6,0,0,0
E07000112,Shepway,"112,578","£255,000.00",0,4.44,0,0,0,0,1.78,0,5,0,0,0,0,2
E07000172,Broxtowe,"113,272","£178,000.00",0.88,4.41,0,1.77,0,0,1.77,1,5,0,2,0,0,2
E07000204,St Edmundsbury,"113,482","£277,500.00",1.76,2.64,0,2.64,0.88,0,1.76,2,3,0,3,1,0,2
E07000127,West Lancashire,"113,949","£190,000.00",0,2.63,0,2.63,0,0,2.63,0,3,0,3,0,0,3
E07000187,Mendip,"114,881","£264,000.00",1.74,3.48,0,4.35,0,0.87,0.87,2,4,0,5,0,1,1
S12000026,Scottish Borders,"115,270","£176,344.00",0,2.6,0,3.47,0,0,0,0,3,0,4,0,0,0
E07000036,Erewash,"115,490","£160,000.00",0,1.73,0,0,0,0,0.87,0,2,0,0,0,0,1
E07000139,North Kesteven,"115,985","£195,000.00",0,0.86,0,1.72,0,0,0,0,1,0,2,0,0,0
S12000041,Angus,"116,040","£171,809.00",0,2.59,0,2.59,0,0,0,0,3,0,3,0,0,0
E07000087,Fareham,"116,339","£285,000.00",0.86,6.88,0,0,0,0,0,1,8,0,0,0,0,0
E07000118,Chorley,"116,821","£167,500.00",0,2.57,0,1.71,0,0,3.42,0,3,0,2,0,0,4
N09000006,Fermanagh and Omagh,"116,835","£159,191.00",1.71,0.86,0,0,0,0,0,2,1,0,0,0,0,0
E07000171,Bassetlaw,"116,839","£156,000.00",0,3.42,0,3.42,0,0,3.42,0,4,0,4,0,0,4
E07000108,Dover,"116,969","£248,000.00",0,4.27,0,1.71,0,0,0.85,0,5,0,2,0,0,1
E07000078,Cheltenham,"117,090","£275,000.00",1.71,3.42,0,0.85,0,0.85,2.56,2,4,0,1,0,1,3
W06000003,Conwy,"117,181","£160,000.00",0.85,1.71,0,0.85,0,0,0.85,1,2,0,1,0,0,1
E07000176,Rushcliffe,"117,671","£280,000.00",0.85,2.55,0,0.85,0,0,0,1,3,0,1,0,0,0
E07000173,Gedling,"117,786","£180,000.00",0,3.4,0,3.4,0,0,0,0,4,0,4,0,0,0
E07000116,Tunbridge Wells,"118,054","£378,000.00",1.69,5.93,0.85,1.69,0,0.85,1.69,2,7,1,2,0,1,2
E07000206,Waveney,"118,311","£188,000.00",0,3.38,0,2.54,0,0,1.69,0,4,0,3,0,0,2
E07000193,East Staffordshire,"118,574","£180,000.00",0,5.9,0,3.37,0.84,0,2.53,0,7,0,4,1,0,3
E07000190,Taunton Deane,"118,979","£223,000.00",0.84,8.4,0,2.52,0,0,0.84,1,10,0,3,0,0,1
E07000082,Stroud,"119,019","£267,000.00",0,4.2,0,0.84,0,0,2.52,0,5,0,1,0,0,3
E07000111,Sevenoaks,"120,293","£400,000.00",0.83,5.82,0,0,0,0,0,1,7,0,0,0,0,0
E07000085,East Hampshire,"120,681","£371,750.00",1.66,1.66,0,2.49,0,0,1.66,2,2,0,3,0,0,2
E07000225,Chichester,"120,750","£360,000.00",1.66,4.97,0,0.83,0,0,0.83,2,6,0,1,0,0,1
E07000175,Newark and Sherwood,"121,566","£182,000.00",0,2.47,0,2.47,0,0,3.29,0,3,0,3,0,0,4
E06000036,Bracknell Forest,"121,676","£342,000.00",0,4.93,0,0.82,0,0.82,1.64,0,6,0,1,0,1,2
S12000008,East Ayrshire,"121,840","£130,474.00",0,0.82,0,2.46,0,0,0,0,1,0,3,0,0,0
E07000241,Welwyn Hatfield,"122,746","£370,000.00",1.63,3.26,0,0,0.81,0,1.63,2,4,0,0,1,0,2
E07000188,Sedgemoor,"122,791","£215,000.00",0,6.52,0,3.26,0,0,0.81,0,8,0,4,0,0,1
W06000002,Gwynedd,"124,178","£155,000.00",0.81,4.03,0,1.61,0,0,3.22,1,5,0,2,0,0,4
E07000094,Winchester,"124,295","£410,000.00",1.61,8.85,0,1.61,0,0.8,2.41,2,11,0,2,0,1,3
W06000009,Pembrokeshire,"125,055","£170,000.00",0,3.2,0,3.2,0,0,0,0,4,0,4,0,0,0
E07000093,Test Valley,"125,169","£300,000.00",1.6,7.19,0,3.2,0,0,4.79,2,9,0,4,0,0,6
E07000216,Waverley,"125,610","£470,000.00",1.59,3.18,0,1.59,0,0,1.59,2,4,0,2,0,0,2
E07000008,Cambridge,"125,758","£435,000.00",3.98,7.95,0,0,0,1.59,4.77,5,10,0,0,0,2,6
E07000090,Havant,"125,813","£260,000.00",0.79,5.56,0,1.59,0,0,0.79,1,7,0,2,0,0,1
E07000032,Amber Valley,"126,678","£172,760.00",0,3.16,0,4.74,0,0,0,0,4,0,6,0,0,0
E07000170,Ashfield,"127,151","£143,950.00",0,3.15,0,2.36,0,0,0,0,4,0,3,0,0,0
E07000238,Wychavon,"127,340","£270,000.00",0,3.14,0,1.57,0.79,0,1.57,0,4,0,2,1,0,2
E07000221,Stratford-on-Avon,"127,580","£319,500.00",0.78,3.92,0.78,1.57,0.78,0.78,4.7,1,5,1,2,1,1,6
E06000006,Halton,"128,432","£140,000.00",0,3.11,0,2.34,0,0,0.78,0,4,0,3,0,0,1
E07000219,Nuneaton and Bedworth,"128,902","£180,000.00",0.78,1.55,0,3.1,0,0,0.78,1,2,0,4,0,0,1
E07000105,Ashford,"129,281","£285,000.00",1.55,5.41,0,0,0.77,0.77,3.09,2,7,0,0,1,1,4
E07000081,Gloucester,"129,285","£199,000.00",1.55,7.73,0,1.55,0,0,0.77,2,10,0,2,0,0,1
E07000144,Broadland,"129,464","£250,000.00",0,1.54,0,0,0,0,1.54,0,2,0,0,0,0,2
E07000195,Newcastle-under-Lyme,"129,490","£147,000.00",0.77,2.32,0,1.54,0,0,3.09,1,3,0,2,0,0,4
E07000205,Suffolk Coastal,"129,938","£286,750.00",1.54,2.31,0,1.54,0,0,0,2,3,0,2,0,0,0
E07000041,Exeter,"130,428","£250,000.00",1.53,6.13,0,2.3,0,1.53,3.07,2,8,0,3,0,2,4
E07000115,Tonbridge and Malling,"130,508","£350,000.00",0.77,5.36,0,0.77,0,0,0.77,1,7,0,1,0,0,1
E07000072,Epping Forest,"131,137","£452,750.00",1.53,6.1,0,1.53,0,0,1.53,2,8,0,2,0,0,2
E07000086,Eastleigh,"131,819","£297,500.00",0.76,5.31,0,1.52,0,0,0.76,1,7,0,2,0,0,1
W06000014,Vale of Glamorgan,"132,165","£220,000.00",0.76,3.03,0,1.51,0,0,0,1,4,0,2,0,0,0
W06000023,Powys,"132,447","£180,000.00",0,2.27,0,6.04,0,0,0,0,3,0,8,0,0,0
E07000045,Teignbridge,"132,844","£250,000.00",0,3.01,0,1.51,0,0,0,0,4,0,2,0,0,0
E07000099,North Hertfordshire,"133,214","£337,500.00",0.75,5.25,0.75,1.5,0,0,1.5,1,7,1,2,0,0,2
